Timestamp,Reading 1,Reading 5, Reading 10, Inserting 1,Inserting 5,Inserting 10, Updating 1,Updating 5,Updating 10, Deleting 1,Deleting 5,Deleting  10, 10 Simul. Readers,50 Simul. Reader,100 Simul. Readers,10 Simul. Tasks,50 Simul. Tasks,100 Simul. Tasks,10 Simul. Transactions,50 Simul. Transactions,100 Simul. Transactions
1.6991,4.59356,1.20776,0.704206,6.3844,1.57302,0.905332,6.81058,1.63324,0.926731,4.22096,0.881797,0.5072,0.923842,0.369896,0.327351,1.09634,0.403412,0.343812
3.41421,4.74071,1.2805,0.723528,6.45813,1.58319,0.91111,6.84852,1.62276,0.923096,4.18593,0.910602,0.500676,0.915069,0.365694,0.329279,1.09475,0.400559,0.33942
5.48264,4.78603,1.1425,0.700052,7.78844,1.71984,1.08283,8.77459,1.9445,0.975247,6.57353,1.18264,0.796186,0.979429,0.380468,0.333454,1.20378,0.442584,0.393741
7.69439,6.84897,1.60813,0.781571,8.14185,1.64326,0.943771,9.31366,1.8061,1.07075,6.25343,1.3255,0.62023,0.992662,0.374998,0.346179,1.24235,0.404024,0.348952
9.91557,7.21945,1.32323,0.911557,7.87023,2.27032,1.2906,8.36449,1.79553,0.955132,6.53897,1.24937,0.74837,0.982386,0.376486,0.332388,1.18584,0.436965,0.40364
12.1016,6.48238,1.53655,0.761182,8.22073,2.15155,0.963928,8.42915,1.65018,1.40146,6.22706,1.38816,0.619983,0.981305,0.374476,0.332153,1.29609,0.398394,0.33694
14.2937,6.39623,1.47754,0.767608,8.66358,1.71944,1.00296,8.52886,2.31815,1.3042,5.98643,1.17249,0.625187,1.06035,0.430258,0.354288,1.10465,0.41533,0.346889
16.5109,6.96289,1.3981,0.879366,8.52338,1.79292,1.01212,8.7348,2.18716,0.983483,5.89862,1.21602,0.739807,0.938124,0.369718,0.327058,1.18839,0.499331,0.523414
19.8445,6.83266,1.5489,0.756046,8.40494,1.85635,0.951922,8.69588,2.67696,1.40775,19.2892,3.98268,1.7645,2.50801,0.991136,0.862698,2.86971,0.645366,0.459354
22.1691,8.60996,1.39351,0.776078,8.77072,1.72071,1.02024,8.93669,1.82335,1.0813,6.09717,0.963554,0.847883,1.26923,0.425487,0.446734,1.38209,0.41531,0.342359
24.0266,6.44286,1.47131,0.750578,7.18601,1.5732,0.906894,6.81512,1.63224,0.930281,4.41856,0.905289,0.501079,0.91634,0.373069,0.319882,1.10659,0.398684,0.332672
25.7427,4.7666,1.25667,0.68394,6.3626,1.57658,0.90767,6.83304,1.64699,0.922333,4.32024,0.896358,0.504571,0.921631,0.379379,0.318333,1.11296,0.40375,0.339984
27.4596,4.77971,1.2466,0.68643,6.47476,1.57442,0.905916,6.78767,1.63687,0.92852,4.27295,0.911938,0.503634,0.924924,0.372296,0.322996,1.09523,0.406027,0.338517
29.1727,4.63911,1.25474,0.707805,6.35532,1.56655,0.907812,6.805,1.63864,0.943911,4.40202,0.893124,0.502359,0.922425,0.37448,0.320461,1.10915,0.404857,0.346006
30.9475,4.71113,1.25457,0.686188,6.35726,1.55036,0.880623,6.78217,1.64946,0.927892,4.23228,0.89769,0.510689,0.90259,0.374584,0.627655,2.2422,0.404715,0.334837
33.0521,4.37785,1.17748,0.691407,6.44554,1.56449,0.89787,8.72275,2.17238,1.16052,8.22191,1.59908,0.779332,1.11813,0.39943,0.358428,1.38372,0.452537,0.399559
35.2501,7.14373,1.37768,0.756479,7.85915,2.41354,1.10415,8.44173,1.93196,0.948425,6.22273,1.20548,0.623067,0.978375,0.377236,0.35734,1.30532,0.401409,0.344116
37.4051,6.31338,1.75205,0.715893,7.85177,1.84336,0.898159,8.86372,1.88552,0.975584,5.81508,1.67507,0.628724,0.979517,0.386695,0.329088,1.27592,0.402457,0.34064
39.5821,6.61456,1.1715,0.707194,8.61412,1.84364,0.955153,8.59095,1.88182,1.00525,5.88458,0.920985,0.50915,0.943181,0.441757,0.39681,1.86736,0.672617,0.350635
41.7347,6.51812,1.35636,0.782059,8.28419,1.85023,0.951167,8.15021,2.43595,1.21421,5.93834,1.12468,0.614537,0.994247,0.382429,0.351189,1.18849,0.402889,0.342472
43.8888,6.86337,1.34604,0.759051,7.62379,2.38739,1.14587,8.25244,1.93503,0.928335,6.12982,1.19272,0.625921,0.975014,0.374976,0.358197,1.26161,0.404341,0.350388
46.0559,6.37276,1.74466,0.74666,7.84462,1.8707,0.899849,8.94107,1.89336,0.974907,5.86723,1.68055,0.605102,0.995969,0.39203,0.326558,1.26585,0.406883,0.343958
48.2251,6.71621,1.2227,0.713857,8.60857,1.86796,0.953003,8.73275,1.88267,0.974052,5.92532,0.912764,0.521091,0.956488,0.375806,0.367315,1.64373,0.421894,0.418796
50.3969,6.65941,1.46418,0.772671,8.46783,1.81203,0.981908,8.1754,2.22574,1.13236,5.89564,1.27806,0.616441,0.966547,0.380833,0.338857,1.2644,0.451922,0.383565
52.5469,6.54398,1.425,0.749609,7.87144,2.14325,1.10558,8.33563,1.80461,1.07747,6.1201,1.27285,0.703053,0.97073,0.376208,0.333191,1.19393,0.425077,0.380816
